joker_a,joker_b,weight,shared_tags
Ride the Bus,Triboulet,1,face-cards
Ride the Bus,Troubadour,1,scaling
Ride the Bus,Vampire,1,scaling
Ride the Bus,Walkie Talkie,1,+mult
Ride the Bus,Wee Joker,1,scaling
Ride the Bus,Wrathful Joker,1,+mult
Ride the Bus,Zany Joker,1,+mult
Riff-raff,Rocket,1,blind-aware
Riff-raff,Showman,1,joker-synergy
Riff-raff,Steel Joker,1,joker-synergy
Riff-raff,Stone Joker,1,joker-synergy
Riff-raff,Swashbuckler,1,joker-synergy
Riff-raff,Throwback,1,blind-aware
Riff-raff,Wee Joker,1,joker-synergy
Rocket,Rough Gem,1,economy
Rocket,Runner,1,scaling
Rocket,Satellite,2,economy|scaling
Rocket,Spare Trousers,1,scaling
Rocket,Square Joker,1,scaling
Rocket,Steel Joker,1,scaling
Rocket,Stone Joker,1,scaling
Rocket,Swashbuckler,1,economy
Rocket,Throwback,1,blind-aware
Rocket,To Do List,1,economy
Rocket,To the Moon,1,economy
Rocket,Trading Card,1,economy
Rocket,Troubadour,1,scaling
Rocket,Vagabond,1,economy
Rocket,Vampire,1,scaling
Rocket,Wee Joker,1,scaling
Rough Gem,Satellite,1,economy
Rough Gem,Smeared Joker,1,suit:Diamonds
Rough Gem,Swashbuckler,1,economy
Rough Gem,To Do List,1,economy
Rough Gem,To the Moon,1,economy
Rough Gem,Trading Card,1,economy
Rough Gem,Vagabond,1,economy
Runner,Satellite,1,scaling
Runner,Scary Face,1,+chips
Runner,Scholar,1,+chips
Runner,Shortcut,2,hand:Straight|straights
Runner,Sly Joker,1,+chips
Runner,Spare Trousers,1,scaling
Runner,Square Joker,2,+chips|scaling
Runner,Steel Joker,1,scaling
Runner,Stone Joker,2,+chips|scaling
Runner,Stuntman,1,+chips
Runner,Superposition,2,hand:Straight|straights
Runner,Séance,1,straights
Runner,The Order,2,hand:Straight|straights
Runner,Troubadour,1,scaling
Runner,Vampire,1,scaling
Runner,Walkie Talkie,1,+chips
Runner,Wee Joker,2,+chips|scaling
Runner,Wily Joker,1,+chips
Satellite,Showman,1,planet
Satellite,Spare Trousers,1,scaling
Satellite,Square Joker,1,scaling
Satellite,Steel Joker,1,scaling
Satellite,Stone Joker,1,scaling
Satellite,Swashbuckler,1,economy
Satellite,To Do List,1,economy
Satellite,To the Moon,1,economy
Satellite,Trading Card,1,economy
Satellite,Troubadour,1,scaling
Satellite,Vagabond,1,economy
Satellite,Vampire,1,scaling
Satellite,Wee Joker,1,scaling
Scary Face,Scholar,2,+chips|aces
Scary Face,Shoot the Moon,1,face-cards
Scary Face,Sly Joker,1,+chips
Scary Face,Smiley Face,2,aces|face-cards
Scary Face,Sock and Buskin,2,aces|face-cards
Scary Face,Square Joker,1,+chips
Scary Face,Stone Joker,1,+chips
Scary Face,Stuntman,1,+chips
Scary Face,Superposition,1,aces
Scary Face,Triboulet,1,face-cards
Scary Face,Walkie Talkie,1,+chips
Scary Face,Wee Joker,1,+chips
Scary Face,Wily Joker,1,+chips
Scholar,Shoot the Moon,1,+mult
Scholar,Sly Joker,1,+chips
Scholar,Smiley Face,2,+mult|aces
Scholar,Sock and Buskin,1,aces
Scholar,Spare Trousers,1,+mult
Scholar,Square Joker,1,+chips
Scholar,Stone Joker,1,+chips
Scholar,Stuntman,1,+chips
Scholar,Superposition,1,aces
Scholar,Walkie Talkie,2,+chips|+mult
Scholar,Wee Joker,1,+chips
Scholar,Wily Joker,1,+chips
Scholar,Wrathful Joker,1,+mult
Scholar,Zany Joker,1,+mult
Seeing Double,Smeared Joker,1,suit:Clubs
Seeing Double,Steel Joker,1,xmult
Seeing Double,The Duo,1,xmult
Seeing Double,The Family,1,xmult
Seeing Double,The Idol,1,xmult
Seeing Double,The Order,1,xmult
Seeing Double,The Tribe,1,xmult
Seeing Double,The Trio,1,xmult
Seeing Double,Throwback,1,xmult
Seeing Double,Triboulet,1,xmult
Seeing Double,Vampire,1,xmult
Seeing Double,Yorick,1,xmult
Seltzer,Sock and Buskin,1,retrigger
Shoot the Moon,Smiley Face,2,+mult|face-cards
Shoot the Moon,Sock and Buskin,1,face-cards
Shoot the Moon,Spare Trousers,1,+mult
Shoot the Moon,Triboulet,1,face-cards
Shoot the Moon,Walkie Talkie,1,+mult
Shoot the Moon,Wrathful Joker,1,+mult
Shoot the Moon,Zany Joker,1,+mult
Shortcut,Superposition,2,hand:Straight|straights
Shortcut,Séance,1,straights
Shortcut,The Order,2,hand:Straight|straights
Showman,Sixth Sense,1,spectral
Showman,Steel Joker,1,joker-synergy
Showman,Stone Joker,1,joker-synergy
Showman,Superposition,1,tarot
Showman,Swashbuckler,1,joker-synergy
Showman,Séance,1,spectral
Showman,Vagabond,1,tarot
Showman,Wee Joker,1,joker-synergy
Sixth Sense,Séance,1,spectral
Sixth Sense,Trading Card,1,destruction
Sly Joker,Spare Trousers,1,hand:Pair
Sly Joker,Square Joker,1,+chips
Sly Joker,Stone Joker,1,+chips
Sly Joker,Stuntman,1,+chips
Sly Joker,The Duo,1,hand:Pair
Sly Joker,Walkie Talkie,1,+chips
Sly Joker,Wee Joker,1,+chips
Sly Joker,Wily Joker,1,+chips
Smeared Joker,Wrathful Joker,1,suit:Spades
Smiley Face,Sock and Buskin,2,aces|face-cards
Smiley Face,Spare Trousers,1,+mult
Smiley Face,Superposition,1,aces
Smiley Face,Triboulet,1,face-cards
Smiley Face,Walkie Talkie,1,+mult
Smiley Face,Wrathful Joker,1,+mult
Smiley Face,Zany Joker,1,+mult
Sock and Buskin,Superposition,1,aces
Sock and Buskin,Triboulet,1,face-cards
Spare Trousers,Square Joker,1,scaling
Spare Trousers,Steel Joker,1,scaling
Spare Trousers,Stone Joker,1,scaling
Spare Trousers,The Duo,1,hand:Pair
Spare Trousers,Troubadour,1,scaling
Spare Trousers,Vampire,1,scaling
Spare Trousers,Walkie Talkie,1,+mult
Spare Trousers,Wee Joker,1,scaling
Spare Trousers,Wrathful Joker,1,+mult
Spare Trousers,Zany Joker,1,+mult
Square Joker,Steel Joker,1,scaling
Square Joker,Stone Joker,2,+chips|scaling
Square Joker,Stuntman,1,+chips
Square Joker,Troubadour,1,scaling
Square Joker,Vampire,1,scaling
Square Joker,Walkie Talkie,1,+chips
Square Joker,Wee Joker,2,+chips|scaling
Square Joker,Wily Joker,1,+chips
Steel Joker,Stone Joker,4,deck-size|enhancements|joker-synergy|scaling
Steel Joker,Swashbuckler,1,joker-synergy
Steel Joker,The Duo,1,xmult
Steel Joker,The Family,1,xmult
Steel Joker,The Idol,1,xmult
Steel Joker,The Order,1,xmult
Steel Joker,The Tribe,1,xmult
Steel Joker,The Trio,1,xmult
Steel Joker,Throwback,1,xmult
Steel Joker,Triboulet,1,xmult
Steel Joker,Troubadour,1,scaling
Steel Joker,Vampire,3,enhancements|scaling|xmult
Steel Joker,Wee Joker,2,joker-synergy|scaling
Steel Joker,Yorick,1,xmult
Stone Joker,Stuntman,1,+chips
Stone Joker,Swashbuckler,1,joker-synergy
Stone Joker,Troubadour,1,scaling
Stone Joker,Vampire,2,enhancements|scaling
Stone Joker,Walkie Talkie,1,+chips
Stone Joker,Wee Joker,3,+chips|joker-synergy|scaling
Stone Joker,Wily Joker,1,+chips
Stuntman,Troubadour,1,hand-size
Stuntman,Turtle Bean,1,hand-size
Stuntman,Walkie Talkie,1,+chips
Stuntman,Wee Joker,1,+chips
Stuntman,Wily Joker,1,+chips
Superposition,Séance,1,straights
Superposition,The Order,2,hand:Straight|straights
Superposition,Vagabond,1,tarot
Swashbuckler,To Do List,1,economy
Swashbuckler,To the Moon,1,economy
Swashbuckler,Trading Card,1,economy
Swashbuckler,Vagabond,1,economy
Swashbuckler,Wee Joker,1,joker-synergy
Séance,The Order,1,straights
The Duo,The Family,1,xmult
The Duo,The Idol,1,xmult
The Duo,The Order,1,xmult
The Duo,The Tribe,1,xmult
The Duo,The Trio,1,xmult
The Duo,Throwback,1,xmult
The Duo,Triboulet,1,xmult
The Duo,Vampire,1,xmult
The Duo,Yorick,1,xmult
The Family,The Idol,1,xmult
The Family,The Order,1,xmult
The Family,The Tribe,1,xmult
The Family,The Trio,1,xmult
The Family,Throwback,1,xmult
The Family,Triboulet,1,xmult
The Family,Vampire,1,xmult
The Family,Yorick,1,xmult
The Idol,The Order,1,xmult
The Idol,The Tribe,1,xmult
The Idol,The Trio,1,xmult
The Idol,Throwback,1,xmult
The Idol,Triboulet,1,xmult
The Idol,Vampire,1,xmult
The Idol,Yorick,1,xmult
The Order,The Tribe,1,xmult
The Order,The Trio,1,xmult
The Order,Throwback,1,xmult
The Order,Triboulet,1,xmult
The Order,Vampire,1,xmult
The Order,Yorick,1,xmult
The Tribe,The Trio,1,xmult
The Tribe,Throwback,1,xmult
The Tribe,Triboulet,1,xmult
The Tribe,Vampire,1,xmult
The Tribe,Yorick,1,xmult
The Trio,Throwback,1,xmult
The Trio,Triboulet,1,xmult
The Trio,Vampire,1,xmult
The Trio,Wily Joker,1,hand:Three of a Kind
The Trio,Yorick,1,xmult
The Trio,Zany Joker,1,hand:Three of a Kind
Throwback,Triboulet,1,xmult
Throwback,Vampire,1,xmult
Throwback,Yorick,1,xmult
To Do List,To the Moon,1,economy
To Do List,Trading Card,1,economy
To Do List,Vagabond,1,economy
To the Moon,Trading Card,1,economy
To the Moon,Vagabond,1,economy
Trading Card,Vagabond,1,economy
Trading Card,Yorick,1,discards
Triboulet,Vampire,1,xmult
Triboulet,Yorick,1,xmult
Troubadour,Turtle Bean,1,hand-size
Troubadour,Vampire,1,scaling
Troubadour,Wee Joker,1,scaling
Vampire,Wee Joker,1,scaling
Vampire,Yorick,1,xmult
Walkie Talkie,Wee Joker,1,+chips
Walkie Talkie,Wily Joker,1,+chips
Walkie Talkie,Wrathful Joker,1,+mult
Walkie Talkie,Zany Joker,1,+mult
Wee Joker,Wily Joker,1,+chips
Wily Joker,Zany Joker,1,hand:Three of a Kind
Wrathful Joker,Zany Joker,1,+mult
